behavior_id,user_id,post_id,action_type,action_weight,timestamp,dwell_time,time_period,location,device_type,scene,is_positive,source
b00021733,u_ext_00395,p_ext_001376,skip,-1,2026-04-27 14:33:57,1,下午,教学区,mobile,毕业季,0,expanded
b00028711,u_ext_00434,2101612909,skip,-1,2026-04-27 14:33:57,4,下午,教学区,tablet,普通浏览,0,expanded
b00007765,u_ext_00254,p_ext_001580,skip,-1,2026-04-27 14:41:57,7,下午,图书馆,tablet,开学季,0,expanded
b00029574,czQrRmdaV3IwWW1FcHNpa2xwK2tycFduZUt1WVpKcUFqb2w4ajQyT25LeTRqWmVUZnBQVWFuK1NzdEdHbjg1K2k4MkVzSm1GaUhxRmlXSjI=,p_ext_000404,skip,-1,2026-04-27 15:00:57,1,下午,教学区,pc,开学季,0,expanded
b00002416,dHBCMW81U254WDZEemEyVmhhRGFkbjdPZ0lDUllwbHBsNHFtb1l0OXJiVERzb0J0ZjVhM2lwYTYwOU9WZkp0NWxLaUFqWkYwYjRlSWlXSjI=,p_ext_000126,skip,-1,2026-04-27 15:07:57,8,下午,教学区,tablet,晚间学习,0,expanded
b00003997,dFk2aWE0UzVyNmVMdUw3UmxwK3dkNVc2aUgrTGRvaWlqcUtXczVxa3VhN0VqV05zaGFpdmczNlUwTHVGaXBPRWhzK2RycHFlakl1SmlXSjI=,p_ext_000666,view,1,2026-04-27 15:09:57,63,下午,教学区,pc,午餐时间,1,expanded
b00012155,u_ext_00243,p_ext_001607,skip,-1,2026-04-27 15:11:57,5,下午,校外,tablet,考试周,0,expanded
b00023982,u_ext_00374,p_ext_001164,skip,-1,2026-04-27 15:13:57,5,下午,宿舍区,mobile,考试周,0,expanded
b00020875,c294NW9veTdwNWVUenJIVGlveTBlNVRQWW1pWW0zaWhpbnVhaEl5a25NQzNqNmRxaTdtdnJJdTV1cW1FaXBlVmdzMTNhb21yZkg2WXIySjI=,p_ext_000329,skip,-1,2026-04-27 15:17:57,3,下午,教学区,pc,普通浏览,0,expanded
b00025818,c0h4NWlJelF0bXAvdHNlVmYyZkdqSlMzZ0lHWXE2S25pWHFXcklWKzI3akZmSmVBbHFtN3FaU25zcGFXbjZTTGhxbVphNFZob3FtSGlXSjI=,p_ext_000490,view,1,2026-04-27 15:25:57,117,下午,教学区,pc,晚间学习,1,expanded
b00028384,u_ext_00252,p_ext_000232,skip,-1,2026-04-27 15:31:57,8,下午,食堂区,pc,考试周,0,expanded
b00012151,u_ext_00376,p_ext_001568,skip,-1,2026-04-27 15:43:57,1,下午,宿舍区,tablet,考试周,0,expanded
b00002779,u_ext_00161,p_ext_000203,skip,-1,2026-04-27 15:45:57,1,下午,教学区,mobile,毕业季,0,expanded
b00024975,u_ext_00257,p_ext_001837,skip,-1,2026-04-27 15:50:57,4,下午,食堂区,mobile,开学季,0,expanded
b00014907,u_ext_00384,p_ext_000512,skip,-1,2026-04-27 16:10:57,5,下午,校外,mobile,午餐时间,0,expanded
b00028117,u_ext_00339,p_ext_000118,skip,-1,2026-04-27 16:22:57,6,下午,教学区,pc,开学季,0,expanded
b00007626,u_ext_00334,p_ext_000351,skip,-1,2026-04-27 16:23:57,1,下午,宿舍区,pc,开学季,0,expanded
b00005720,cm9DQWJZYlF1MmFTdU15MWxtZXNhSkxPaUdpTG5vQ2tmNjkwYVl0cXo3MjNmNGx1bDdxdmZvWE9wczJFYU1wb2ZKU1dnSW1KZUpLVnIySjI=,p_ext_001583,skip,-1,2026-04-27 16:24:57,8,下午,教学区,tablet,午餐时间,0,expanded
b00002046,u_ext_00187,p_ext_001488,expose,0,2026-04-27 16:31:57,0,下午,宿舍区,tablet,开学季,0,expanded
b00005499,u_ext_00264,p_ext_000322,view,1,2026-04-27 16:36:57,42,下午,食堂区,tablet,考试周,1,expanded
b00028062,czQrTmdYK3FyNFdVcDh6S2xvcXdoNVRNZUdpUmQ1MXFsbWVIc1lPbHZidTFhNStSbHFtbmk0dTFuWldYb05LRmZOeUlpWnA1ZkllVnIySjI=,p_ext_001000,skip,-1,2026-04-27 16:40:57,6,下午,教学区,tablet,午餐时间,0,expanded
b00027520,dTQ2TmZJemRxbWw5azY2MWpYcThnNHFTbnEySm5ZeHRnWitNcElxa3ZiQ3ZqWDJ4ZjlDU2U1SzZwcldVZmJpRmhhbXFwWXVHbnF1SGlXSjI=,p_ext_001537,comment,3,2026-04-27 16:40:57,171,下午,教学区,pc,普通浏览,1,expanded
b00026929,u_ext_00124,p_ext_001580,skip,-1,2026-04-27 17:07:57,6,下午,校外,mobile,晚间学习,0,expanded
b00003964,u_ext_00191,p_ext_000661,dislike,-2,2026-04-27 17:29:57,13,下午,宿舍区,tablet,晚间学习,0,expanded
b00026317,u_ext_00244,p_ext_001715,skip,-1,2026-04-27 17:36:57,2,下午,食堂区,pc,晚间学习,0,expanded
b00011105,u_ext_00483,2101544463,skip,-1,2026-04-27 17:46:57,2,下午,教学区,pc,晚间学习,0,expanded
b00024687,u_ext_00150,p_ext_000515,expose,0,2026-04-27 17:48:57,0,下午,宿舍区,mobile,毕业季,0,expanded
b00000026,u_ext_00233,p_ext_000286,skip,-1,2026-04-27 17:56:57,2,下午,校外,tablet,普通浏览,0,expanded
b00001909,u_ext_00111,p_ext_001504,collect,4,2026-04-27 18:12:57,85,晚上,校外,tablet,午餐时间,1,expanded
b00013519,u_ext_00285,p_ext_001878,skip,-1,2026-04-27 18:33:57,7,晚上,教学区,mobile,开学季,0,expanded
b00003316,u_ext_00323,p_ext_001408,view,1,2026-04-27 18:56:57,65,晚上,食堂区,tablet,开学季,1,expanded
b00012937,u_ext_00451,p_ext_001161,view,1,2026-04-27 19:02:57,30,晚上,食堂区,pc,考试周,1,expanded
b00020017,u_ext_00285,p_ext_000947,skip,-1,2026-04-27 19:23:57,3,晚上,教学区,pc,考试周,0,expanded
b00005573,ckdsMWFvdlJyMzErdWJhdWlXYXNab0s2b29TUm5YaXRqYUJyc0lSOXRadkNhNXVRZnQzTlpvQ25zdEtOWjdDcmhiVnJrb1ZraUhxQmVXSjI=,p_ext_001651,collect,4,2026-04-27 19:40:57,113,晚上,教学区,pc,毕业季,1,expanded
b00018821,u_ext_00206,p_ext_001260,skip,-1,2026-04-27 19:42:57,3,晚上,校外,tablet,晚间学习,0,expanded
b00013397,u_ext_00224,p_ext_000454,view,1,2026-04-27 19:49:57,86,晚上,图书馆,mobile,午餐时间,1,expanded
b00010805,u_ext_00166,p_ext_001763,skip,-1,2026-04-27 19:55:57,5,晚上,图书馆,pc,毕业季,0,expanded
b00029166,u_ext_00383,p_ext_001494,skip,-1,2026-04-27 19:56:57,5,晚上,食堂区,pc,午餐时间,0,expanded
b00025443,u_ext_00158,p_ext_000137,skip,-1,2026-04-27 20:03:57,4,晚上,教学区,mobile,晚间学习,0,expanded
b00018088,u_ext_00415,p_ext_001952,comment,3,2026-04-27 20:07:57,160,晚上,教学区,pc,普通浏览,1,expanded
b00016383,u_ext_00455,p_ext_001180,skip,-1,2026-04-27 20:10:57,7,晚上,宿舍区,mobile,普通浏览,0,expanded
b00024555,c21xQXM0dk5wNnVIdVptNWhXYThmMytuZ0tPRW4zaWtpSXByajVkK3FOKzBzbjJ4aGM2V25vV25uYytOamJTQ2Y3bXFoWkY0WjMrSWlXSjI=,2101524138,skip,-1,2026-04-27 20:13:57,8,晚上,教学区,pc,考试周,0,expanded
b00020114,u_ext_00349,p_ext_000114,skip,-1,2026-04-27 20:16:57,8,晚上,教学区,mobile,普通浏览,0,expanded
b00020102,u_ext_00397,2101110140,skip,-1,2026-04-27 20:24:57,7,晚上,教学区,pc,晚间学习,0,expanded
b00018277,u_ext_00276,p_ext_000202,expose,0,2026-04-27 20:25:57,0,晚上,教学区,mobile,毕业季,0,expanded
b00019373,u_ext_00124,p_ext_000836,skip,-1,2026-04-27 20:30:57,2,晚上,校外,tablet,考试周,0,expanded
b00006349,u_ext_00224,p_ext_000238,skip,-1,2026-04-27 20:34:57,2,晚上,图书馆,pc,毕业季,0,expanded
b00021803,u_ext_00495,2101506544,skip,-1,2026-04-27 20:43:57,6,晚上,教学区,mobile,午餐时间,0,expanded
b00010432,u_ext_00150,p_ext_000872,skip,-1,2026-04-27 20:47:57,3,晚上,宿舍区,tablet,毕业季,0,expanded
b00021738,dXFXbnJaU3FrcStTMjUzT2dhTFdvSWJOYTZDRVlZeVJnb3VJclp1TnZiQzBhR1NoZ05Demg0clExTnFJb2Nab2haS0VmWU5qcW4rT3IySjI=,p_ext_001376,skip,-1,2026-04-27 20:49:57,6,晚上,教学区,mobile,开学季,0,expanded
b00006273,dzJxanFaZXB4WWVWdWEzVGphRzBvWDNjZElxUW5xNTZtS0dlYklTQXg4ZkVwWDJRaHRDVmEzNnAxSk9JZWJDS2hxbVdyNXFjb29PRGVXSjI=,p_ext_001045,view,1,2026-04-27 20:59:57,103,晚上,教学区,tablet,普通浏览,1,expanded
b00001402,dG9DanFaZlJ0bWFMcHJLV2dHZXdqSk9tZ0tpTFpJQ0VtR2VxcElTTno3N0RnSDJ0aGFxVnFIN1Fxc3lWZXM2R2hicUlySXVyaUkrSGlXSjI=,p_ext_000949,view,1,2026-04-27 21:12:57,121,晚上,教学区,pc,开学季,1,expanded
b00003398,u_ext_00131,p_ext_001451,skip,-1,2026-04-27 21:30:57,3,晚上,图书馆,tablet,考试周,0,expanded
b00017874,u_ext_00372,p_ext_000302,skip,-1,2026-04-27 21:31:57,1,晚上,教学区,pc,考试周,0,expanded
b00008785,cjdLWGpuK1V5R2VTcWNpdWwzcXduWWVTcG95T2hwNXJpWXQ0Zkl5Tng3aTJmbzF1aExpYWJJUzUxNWFXWjgxcGxiZUloSnVGZjJ1SmlXSjI=,p_ext_000735,view,1,2026-04-27 21:38:57,33,晚上,教学区,pc,毕业季,1,expanded
b00010645,u_ext_00300,p_ext_000762,view,1,2026-04-27 21:45:57,30,晚上,图书馆,mobile,午餐时间,1,expanded
b00025255,eFkxNWo0ZTdxNHVMazZxdGw0dTRkMzY2ZktxT2hZU3NsMmVWYklXTnJkMnZmNStEZjVUTmVZT1RzcWFZaXF5Vms3bWxhNXRocldpTGlXSjI=,p_ext_000351,like,2,2026-04-27 21:50:57,35,晚上,教学区,pc,午餐时间,1,expanded
b00002084,dFpDSWJaTzVwMzE4M016U2g0MmpaWlNUZTIyRlk0ZHRqWXVFb1krbnFONjRmSit5aTlDVnJvdVMzSmVVaTZldWk2aU1wbzE0a0lDQmVXSjI=,2101110140,skip,-1,2026-04-27 21:59:57,3,晚上,教学区,pc,晚间学习,0,expanded
b00002020,u_ext_00330,p_ext_000463,comment,3,2026-04-27 22:03:57,82,晚上,校外,pc,午餐时间,1,expanded
b00008848,dDMxb2E0ZmMxYU9XcWR5MGxJMjhwSDdRZElhTXFxcVpnbnlJaW9lbno3RzFmb21uZmQzTmlZUFF1ZGlJb05Hc2lwS2FpSU5qbldxWHIySjI=,p_ext_000858,skip,-1,2026-04-27 22:12:57,3,晚上,教学区,pc,考试周,0,expanded
b00002490,u_ext_00446,p_ext_001685,skip,-1,2026-04-27 22:17:57,4,晚上,食堂区,mobile,毕业季,0,expanded
b00002702,u_ext_00442,p_ext_000444,expose,0,2026-04-27 22:25:57,0,晚上,食堂区,mobile,开学季,0,expanded
b00019187,u_ext_00366,p_ext_001103,skip,-1,2026-04-27 22:28:57,6,晚上,宿舍区,tablet,晚间学习,0,expanded
b00017749,dEtLYm1vTzYwWjZMdDlTNmdYdk5yWVNvb3FTTGRaMnZoYUdhb29pUnJkbXpqbjJObHJpWmE0VzV1clNZaXNsa2xiZUVhb1dlZktXWXIySjI=,p_ext_001238,skip,-1,2026-04-27 22:39:57,7,晚上,教学区,mobile,午餐时间,0,expanded
b00004022,u_ext_00126,p_ext_000421,expose,0,2026-04-27 22:54:57,0,晚上,校外,mobile,午餐时间,0,expanded
b00017288,u_ext_00453,2101524138,skip,-1,2026-04-27 22:55:57,1,晚上,食堂区,mobile,考试周,0,expanded
b00012856,u_ext_00361,p_ext_000328,skip,-1,2026-04-27 22:56:57,6,晚上,图书馆,pc,考试周,0,expanded
b00000712,u_ext_00290,p_ext_000272,skip,-1,2026-04-27 23:24:57,8,深夜,教学区,pc,普通浏览,0,expanded
b00002815,u_ext_00465,p_ext_000628,skip,-1,2026-04-27 23:25:57,3,深夜,教学区,mobile,普通浏览,0,expanded
b00011141,eFdwb29wZlJ5YStGazYyVmdLTFNpSlMyakxLTWQ2WnRsbnhuYm95T3k2eTNwcHF5Zjg3RmpvYTVxc3lJakplRWk1V0VxNW1jZ0s2Q2VXSjI=,p_ext_001533,skip,-1,2026-04-27 23:44:57,8,深夜,教学区,pc,午餐时间,0,expanded
b00022183,u_ext_00213,2101581383,skip,-1,2026-04-27 23:57:57,4,深夜,宿舍区,mobile,普通浏览,0,expanded
b00001268,u_ext_00206,p_ext_000311,view,1,2026-04-28 00:02:57,26,深夜,校外,pc,开学季,1,expanded
b00021838,u_ext_00189,p_ext_000835,like,2,2026-04-28 00:03:57,124,深夜,教学区,pc,毕业季,1,expanded
b00014105,c0h4NWlJelF0bXAvdHNlVmYyZkdqSlMzZ0lHWXE2S25pWHFXckpwcDE3ZTJpMnlLbGN5YWpJdmJuY0tCbzgxa2dMZWloWTZJcHBHSGlXSjI=,p_ext_000408,view,1,2026-04-28 00:05:57,58,深夜,教学区,tablet,毕业季,1,expanded
b00013417,u_ext_00106,2101557408,skip,-1,2026-04-28 00:06:57,8,深夜,教学区,tablet,晚间学习,0,expanded
b00006355,u_ext_00372,p_ext_001580,view,1,2026-04-28 00:08:57,27,深夜,教学区,pc,考试周,1,expanded
b00001705,u_ext_00239,p_ext_000723,skip,-1,2026-04-28 00:51:57,7,深夜,图书馆,mobile,开学季,0,expanded
b00012786,dDM5c2U1T29yNmlEdXFtU2xxTzNhSlc0YzJ1RWRwQ3NqbnByb1lPUHk2dTNhbVNxaHF1cXJvWFFxckdLb3NxbWxycUliWXhqaktLT3IySjI=,p_ext_001159,expose,0,2026-04-28 00:58:57,0,深夜,教学区,mobile,毕业季,0,expanded
b00019757,u_ext_00107,p_ext_001377,view,1,2026-04-28 01:15:57,26,深夜,校外,pc,普通浏览,1,expanded
b00029241,u_ext_00412,p_ext_000146,skip,-1,2026-04-28 01:24:57,8,深夜,图书馆,mobile,考试周,0,expanded
b00027938,dGFONWhJUE5xNkdEdWI2NWZtalNaWXFVZUxHTmg2S0FqV2RqZ0p1bng5bTBqNWVTbExtN2FYMlVsYkdJak01cGhhbUVlNXA1aEsyQ2VXSjI=,2101584314,skip,-1,2026-04-28 01:34:57,2,深夜,教学区,tablet,晚间学习,0,expanded
b00020974,u_ext_00285,2101566293,skip,-1,2026-04-28 01:38:57,6,深夜,教学区,pc,午餐时间,0,expanded
b00005553,u_ext_00215,2101587925,expose,0,2026-04-28 01:41:57,0,深夜,图书馆,tablet,晚间学习,0,expanded
b00028163,u_ext_00407,2101543105,skip,-1,2026-04-28 02:07:57,6,深夜,教学区,tablet,午餐时间,0,expanded
b00009075,u_ext_00430,p_ext_001853,skip,-1,2026-04-28 02:14:57,5,深夜,教学区,mobile,开学季,0,expanded
b00023857,u_ext_00193,p_ext_000925,expose,0,2026-04-28 02:14:57,0,深夜,校外,pc,午餐时间,0,expanded
b00003943,u_ext_00274,p_ext_000474,skip,-1,2026-04-28 02:21:57,8,深夜,食堂区,tablet,开学季,0,expanded
b00000801,eFkxNWo0ZTdxNHVMazZxdGw0dTRkMzY2ZktxT2hZU3NsMmVWYklXTnJkMnZmNStEZjVUTmVZT1RzcWFZaXF5Vms3bWxhNXRocldpTGlXSjI=,p_ext_000925,expose,0,2026-04-28 02:32:57,0,深夜,教学区,tablet,考试周,0,expanded
b00009102,u_ext_00275,p_ext_000146,skip,-1,2026-04-28 02:37:57,6,深夜,图书馆,mobile,开学季,0,expanded
b00020461,u_ext_00331,2101544463,skip,-1,2026-04-28 02:55:57,7,深夜,校外,mobile,晚间学习,0,expanded
b00001739,u_ext_00305,p_ext_001210,expose,0,2026-04-28 03:50:57,0,深夜,宿舍区,mobile,晚间学习,0,expanded
b00027224,u_ext_00108,p_ext_000925,skip,-1,2026-04-28 03:59:57,4,深夜,教学区,tablet,午餐时间,0,expanded
b00026906,u_ext_00110,p_ext_001890,view,1,2026-04-28 04:17:57,14,深夜,食堂区,mobile,午餐时间,1,expanded
b00016776,u_ext_00267,p_ext_000467,expose,0,2026-04-28 04:34:57,0,深夜,食堂区,pc,考试周,0,expanded
b00010644,u_ext_00272,2101515525,skip,-1,2026-04-28 04:34:57,1,深夜,宿舍区,pc,考试周,0,expanded
b00000919,u_ext_00173,p_ext_001417,expose,0,2026-04-28 04:35:57,0,深夜,宿舍区,tablet,毕业季,0,expanded
b00019436,u_ext_00170,2101535657,skip,-1,2026-04-28 04:45:57,4,深夜,食堂区,mobile,普通浏览,0,expanded
b00028923,u_ext_00179,p_ext_000838,skip,-1,2026-04-28 04:46:57,1,深夜,教学区,mobile,开学季,0,expanded
b00002896,u_ext_00384,p_ext_000977,skip,-1,2026-04-28 05:07:57,1,早上,校外,tablet,开学季,0,expanded
b00004079,u_ext_00492,2091185831,skip,-1,2026-04-28 05:07:57,5,早上,食堂区,tablet,普通浏览,0,expanded
b00015599,u_ext_00421,2101110140,view,1,2026-04-28 05:28:57,33,早上,宿舍区,mobile,考试周,1,expanded
b00015700,u_ext_00188,p_ext_001686,view,1,2026-04-28 05:29:57,113,早上,食堂区,mobile,毕业季,1,expanded
b00022001,dzQrWGhaYTV6V3FGdDlUTGdudW9yb1dUbld5TmhvQnFqbWlJcTQrbXk5SERwcHVobFpYVmdZYXBsYWlHZkp0K2hhcUVlcHVjWnFxRGVXSjI=,p_ext_001561,view,1,2026-04-28 05:36:57,79,早上,教学区,pc,晚间学习,1,expanded
b00015400,dTQ2TmZJemRxbWw5azY2MWpYcThnNHFTbnEySm5ZeHRnWitNcElxa3ZiQ3ZqWDJ4ZjlDU2U1SzZwcldVZmJpRmhhbXFwWXVHbnF1SGlXSjI=,p_ext_000351,expose,0,2026-04-28 05:39:57,0,早上,教学区,mobile,毕业季,0,expanded
b00026602,dElDZmU0VzYwV2VHemRpcmxxSFNwSVdTcXFpYVlaNTltSHBqcTRGc3FjNnZnSVdPZ0xpbmVvdXBxcnVXZmJCbWdLcWhiSnAzZkh1SGlXSjI=,p_ext_001902,skip,-1,2026-04-28 05:41:57,8,早上,教学区,pc,普通浏览,0,expanded
b00012938,dXFXbnJaU3FrcStTMjUzT2dhTFdvSWJOYTZDRVlZeVJnb3VJcllTQTA5ZXpmMmV5aTg2V3JJYlBxcEdCZkx5b2h0eWFiSmlibVd5RGVXSjI=,p_ext_001838,view,1,2026-04-28 05:54:57,132,早上,教学区,pc,午餐时间,1,expanded
b00006251,u_ext_00286,p_ext_001922,skip,-1,2026-04-28 05:54:57,1,早上,食堂区,mobile,毕业季,0,expanded
b00015415,u_ext_00334,p_ext_000703,skip,-1,2026-04-28 05:55:57,8,早上,宿舍区,mobile,晚间学习,0,expanded
b00028501,u_ext_00321,2091185831,skip,-1,2026-04-28 06:06:57,2,早上,校外,mobile,毕业季,0,expanded
b00027004,czMxbnNaU251NUNBcHI2cGlHVzhkNGE2ZktXRlk2S0poMmlpZ28rbTA5dkZvMzJ5Z0xpN2VwV295TnVIWnNxTmhaUjhwSnFGaklTRGVXSjI=,p_ext_001534,skip,-1,2026-04-28 06:22:57,6,早上,教学区,pc,开学季,0,expanded
b00004767,u_ext_00359,p_ext_001629,like,2,2026-04-28 06:23:57,121,早上,图书馆,tablet,晚间学习,1,expanded
b00024164,u_ext_00280,p_ext_000408,skip,-1,2026-04-28 06:31:57,2,早上,图书馆,mobile,午餐时间,0,expanded
b00027099,u_ext_00140,p_ext_000456,expose,0,2026-04-28 06:31:57,0,早上,图书馆,pc,考试周,0,expanded
b00021207,u_ext_00146,p_ext_001675,skip,-1,2026-04-28 06:37:57,1,早上,教学区,pc,开学季,0,expanded
b00014469,dzJxanFaZXB4WWVWdWEzVGphRzBvWDNjZElxUW5xNTZtS0dlYklTQXg4ZkVwWDJRaHRDVmEzNnAxSk9JZWJDS2hxbVdyNXFjb29PRGVXSjI=,p_ext_001907,skip,-1,2026-04-28 06:57:57,5,早上,教学区,pc,开学季,0,expanded
b00018107,u_ext_00467,p_ext_001689,skip,-1,2026-04-28 06:58:57,3,早上,宿舍区,tablet,毕业季,0,expanded
b00021844,u_ext_00317,p_ext_000784,view,1,2026-04-28 07:09:57,53,早上,教学区,tablet,毕业季,1,expanded
b00019909,u_ext_00128,p_ext_001195,skip,-1,2026-04-28 07:14:57,8,早上,图书馆,pc,普通浏览,0,expanded
b00011187,u_ext_00156,p_ext_001842,skip,-1,2026-04-28 07:20:57,5,早上,食堂区,pc,开学季,0,expanded
b00007021,u_ext_00302,p_ext_000128,dislike,-2,2026-04-28 07:35:57,5,早上,教学区,pc,午餐时间,0,expanded
b00017973,u_ext_00232,p_ext_000823,view,1,2026-04-28 07:37:57,31,早上,图书馆,pc,开学季,1,expanded
b00028181,u_ext_00252,p_ext_000792,skip,-1,2026-04-28 07:37:57,6,早上,食堂区,tablet,晚间学习,0,expanded
b00010656,u_ext_00414,2101584314,like,2,2026-04-28 07:41:57,21,早上,食堂区,tablet,午餐时间,1,expanded
b00024119,u_ext_00330,p_ext_001538,view,1,2026-04-28 07:52:57,140,早上,校外,pc,考试周,1,expanded
b00007832,u_ext_00184,p_ext_000528,dislike,-2,2026-04-28 07:56:57,2,早上,教学区,mobile,毕业季,0,expanded
b00006507,u_ext_00190,p_ext_001881,skip,-1,2026-04-28 08:04:57,3,早上,教学区,tablet,开学季,0,expanded
b00013970,u_ext_00369,p_ext_000266,view,1,2026-04-28 08:04:57,78,早上,教学区,mobile,开学季,1,expanded
b00005495,u_ext_00127,p_ext_001341,like,2,2026-04-28 08:23:57,136,早上,图书馆,pc,普通浏览,1,expanded
b00008064,u_ext_00224,p_ext_001563,like,2,2026-04-28 08:30:57,148,早上,图书馆,mobile,考试周,1,expanded
b00017755,u_ext_00424,p_ext_001524,skip,-1,2026-04-28 08:39:57,7,早上,宿舍区,pc,午餐时间,0,expanded
b00027080,u_ext_00285,p_ext_000931,skip,-1,2026-04-28 08:42:57,1,早上,教学区,tablet,毕业季,0,expanded
b00023616,dEtLYm1vTzYwWjZMdDlTNmdYdk5yWVNvb3FTTGRaMnZoYUdhb29pUnJkbXpqbjJObHJpWmE0VzV1clNZaXNsa2xiZUVhb1dlZktXWXIySjI=,p_ext_000855,expose,0,2026-04-28 08:47:57,0,早上,教学区,mobile,午餐时间,0,expanded
b00001928,u_ext_00281,p_ext_001965,skip,-1,2026-04-28 08:48:57,8,早上,教学区,tablet,毕业季,0,expanded
b00022086,u_ext_00178,p_ext_000409,skip,-1,2026-04-28 09:02:57,2,早上,校外,tablet,午餐时间,0,expanded
b00014224,c21pZm9ZeXFsbytVemRDemxXZmFxNUtWaEs2TW5hYW1oWitWYklxUXo4ZXZhb0duaHFyRmhZcVVxWlNWZk5acWxxaWVyNWgybnJDV3IySjI=,2101110140,like,2,2026-04-28 09:04:57,81,早上,教学区,pc,考试周,1,expanded
b00004130,u_ext_00173,p_ext_000675,skip,-1,2026-04-28 09:05:57,3,早上,宿舍区,tablet,晚间学习,0,expanded
b00009565,u_ext_00362,2101540770,skip,-1,2026-04-28 09:07:57,7,早上,食堂区,mobile,开学季,0,expanded
b00025789,u_ext_00352,p_ext_001499,expose,0,2026-04-28 09:19:57,0,早上,校外,mobile,午餐时间,0,expanded
b00008684,u_ext_00374,p_ext_000954,skip,-1,2026-04-28 09:37:57,8,早上,宿舍区,pc,晚间学习,0,expanded
b00020909,u_ext_00167,p_ext_001769,expose,0,2026-04-28 09:38:57,0,早上,校外,tablet,开学季,0,expanded
b00018993,u_ext_00340,p_ext_001866,skip,-1,2026-04-28 09:41:57,8,早上,宿舍区,mobile,考试周,0,expanded
b00028699,u_ext_00465,p_ext_001240,view,1,2026-04-28 09:53:57,42,早上,教学区,mobile,开学季,1,expanded
b00008277,u_ext_00130,p_ext_000985,skip,-1,2026-04-28 09:58:57,6,早上,教学区,tablet,毕业季,0,expanded
b00022084,u_ext_00165,p_ext_000421,skip,-1,2026-04-28 10:05:57,2,早上,宿舍区,pc,考试周,0,expanded
b00018474,u_ext_00143,p_ext_000505,expose,0,2026-04-28 10:24:57,0,早上,教学区,mobile,毕业季,0,expanded
b00003354,u_ext_00157,p_ext_000650,skip,-1,2026-04-28 11:02:57,2,中午,图书馆,tablet,普通浏览,0,expanded
b00024626,u_ext_00207,p_ext_000272,expose,0,2026-04-28 11:16:57,0,中午,教学区,pc,考试周,0,expanded
b00024630,u_ext_00420,p_ext_001750,expose,0,2026-04-28 11:33:57,0,中午,教学区,pc,开学季,0,expanded
b00027598,u_ext_00299,p_ext_000569,skip,-1,2026-04-28 11:36:57,6,中午,教学区,tablet,普通浏览,0,expanded
b00023128,u_ext_00301,p_ext_000387,skip,-1,2026-04-28 11:39:57,6,中午,宿舍区,mobile,晚间学习,0,expanded
b00016000,u_ext_00451,p_ext_001189,view,1,2026-04-28 12:06:57,49,中午,食堂区,pc,午餐时间,1,expanded
b00027858,u_ext_00499,p_ext_001982,like,2,2026-04-28 12:19:57,40,中午,宿舍区,mobile,毕业季,1,expanded
b00019144,u_ext_00170,p_ext_000444,skip,-1,2026-04-28 12:22:57,4,中午,食堂区,mobile,晚间学习,0,expanded
b00022886,u_ext_00450,p_ext_001150,view,1,2026-04-28 12:34:57,82,中午,宿舍区,mobile,开学季,1,expanded
b00025128,u_ext_00280,p_ext_001166,comment,3,2026-04-28 12:45:57,204,中午,图书馆,mobile,考试周,1,expanded
b00012417,u_ext_00498,p_ext_000925,skip,-1,2026-04-28 13:03:57,6,中午,图书馆,pc,开学季,0,expanded
b00022685,u_ext_00356,p_ext_001376,view,1,2026-04-28 13:12:57,111,中午,校外,pc,考试周,1,expanded
b00005782,u_ext_00208,p_ext_000645,dislike,-2,2026-04-28 13:17:57,14,中午,食堂区,pc,晚间学习,0,expanded
b00005107,u_ext_00426,p_ext_001032,skip,-1,2026-04-28 13:27:57,5,中午,宿舍区,mobile,晚间学习,0,expanded
b00010440,u_ext_00447,p_ext_001078,skip,-1,2026-04-28 13:51:57,7,中午,宿舍区,tablet,开学季,0,expanded
b00027594,dzMyYm9ZU3FrbmlTcXFyQ2xLTzBxWXZNZkdpUnE0dHNpV1ZucDRpUnFiVzFzV3l1Zzl5YW9YMlVtSkorWmJocGhwS1dzWkNHb21pWHIySjI=,p_ext_000228,skip,-1,2026-04-28 14:17:57,6,下午,教学区,mobile,毕业季,0,expanded
b00028598,u_ext_00489,p_ext_000657,view,1,2026-04-28 14:31:57,17,下午,校外,mobile,考试周,1,expanded
b00000105,u_ext_00384,p_ext_000968,comment,3,2026-04-28 14:34:57,110,下午,校外,tablet,午餐时间,1,expanded
b00015191,u_ext_00150,p_ext_001902,skip,-1,2026-04-28 14:43:57,3,下午,宿舍区,pc,普通浏览,0,expanded
b00006797,czMxb2s1V3ExWWFIemN5bWhLR29wWWVTaktDSllXdDdpcUJqYnBta3RaYXVqMzE4bFphcmZuMlR6OW1XcjdDQWs3cUltWWlJWnJDWHIySjI=,p_ext_001526,skip,-1,2026-04-28 14:45:57,3,下午,教学区,tablet,开学季,0,expanded
b00020008,u_ext_00345,p_ext_001519,skip,-1,2026-04-28 14:59:57,7,下午,图书馆,pc,午餐时间,0,expanded
b00017455,cm55Qm1uNlRrcTZJemJhVWYyV3JwcFNWaUtlWW5xNm1sb3VBaEpocjBwYTZwSTE5aTdxcmdaS3Fzc3lZZk1xQWs1UmpwNDFrbm15R2lXSjI=,p_ext_000432,skip,-1,2026-04-28 14:59:57,4,下午,教学区,tablet,毕业季,0,expanded
